0.000000000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.000187000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.000265000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.000347500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.000425000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.000961000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.001121000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.001203500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.001278500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.001745500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.001905000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.001987500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.002065000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.002147500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.002225000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.002307500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.002385000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.002465000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.002527500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.003387000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.003545000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.003627500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.003695500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.004161500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.004321000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.004403500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.004479000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.004945500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.005105000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.005187500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.005265000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.005347500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.005425000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.005507500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.005585000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.005665000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.005727500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.006587000000000, 1, 1, 1, 1, 1, 1, 1, 1
0.006665500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.006747500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.006825500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.006907500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.006985000000000, 0, 1, 1, 1, 1, 1, 1, 1
0.007067500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.007145500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.007227500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.007295500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.008145500000000, 1, 1, 1, 1, 1, 1, 1, 1
0.008305500000000, 0, 1, 1, 1, 1, 1, 1, 1
0.008387500000000, 1, 1, 1, 1, 1, 1, 1, 1
